Date,Category,RefNo,Date,Withdrawal,Deposit,Balance
10-05-2023,Misc,3.13E+11,10-05-2023,0,70,3575.36
10-05-2023,Misc,3.13E+11,10-05-2023,139,0,3436.36
10-05-2023,Misc,3.50E+11,10-05-2023,500,0,2936.36
10-05-2023,Misc,3.13E+11,10-05-2023,0,500,3436.36
10-05-2023,Food,3.50E+11,10-05-2023,40,0,3396.36
10-05-2023,Misc,3.50E+11,10-05-2023,284,0,3112.36
11-05-2023,Food,3.50E+11,11-05-2023,85,0,3027.36
11-05-2023,Food,3.50E+11,11-05-2023,50,0,2977.36
11-05-2023,Food,3.50E+11,11-05-2023,75,0,2902.36
11-05-2023,Misc,3.50E+11,11-05-2023,326,0,2576.36
11-05-2023,Food,3.50E+11,11-05-2023,36,0,2540.36
12-05-2023,Misc,3.50E+11,12-05-2023,0,95,2635.36
12-05-2023,Misc,3.50E+11,12-05-2023,380,0,2255.36
12-05-2023,Misc,3.50E+11,12-05-2023,0,190,2445.36
12-05-2023,Food,3.50E+11,12-05-2023,50,0,2395.36
12-05-2023,Food,3.50E+11,12-05-2023,41,0,2354.36
12-05-2023,Misc,3.13E+11,12-05-2023,1041,0,1313.36
12-05-2023,Food,3.13E+11,12-05-2023,41,0,1272.36
12-05-2023,Food,3.50E+11,12-05-2023,20,0,1252.36
12-05-2023,Food,3.50E+11,12-05-2023,30,0,1222.36
12-05-2023,Misc,3.50E+11,12-05-2023,385,0,837.36
12-05-2023,Misc,3.50E+11,12-05-2023,0,105,942.36
13-05-2023,Misc,3.13E+11,13-05-2023,0,130,1072.36
13-05-2023,Misc,3.50E+11,13-05-2023,125,0,947.36
13-05-2023,Food,3.50E+11,13-05-2023,40,0,907.36
13-05-2023,Misc,3.50E+11,13-05-2023,120,0,787.36
14-05-2023,Misc,3.50E+11,14-05-2023,121,0,666.36
14-05-2023,Food,3.13E+11,14-05-2023,40,0,626.36
14-05-2023,Food,3.50E+11,14-05-2023,60,0,566.36
14-05-2023,Misc,3.13E+11,14-05-2023,154.5,0,411.86
14-05-2023,Food,3.13E+11,14-05-2023,45,0,366.86
14-05-2023,Food,3.50E+11,14-05-2023,75,0,291.86
14-05-2023,Misc,3.13E+11,14-05-2023,0,60,351.86
14-05-2023,Misc,3.13E+11,14-05-2023,0,120,471.86
15-05-2023,Misc,3.14E+11,15-05-2023,0,500,971.86
15-05-2023,Food,3.50E+11,15-05-2023,65,0,906.86
15-05-2023,Food,3.50E+11,15-05-2023,50,0,856.86
15-05-2023,Food,3.50E+11,15-05-2023,65,0,791.86
16-05-2023,Food,3.14E+11,16-05-2023,54,0,737.86
16-05-2023,Misc,3.50E+11,16-05-2023,140,0,597.86
16-05-2023,Food,3.50E+11,16-05-2023,60,0,537.86
16-05-2023,Food,3.50E+11,16-05-2023,30,0,507.86
16-05-2023,Food,3.14E+11,16-05-2023,20,0,487.86
16-05-2023,Misc,3.50E+11,16-05-2023,101,0,386.86
17-05-2023,Food,3.50E+11,17-05-2023,75,0,311.86
17-05-2023,Food,3.14E+11,17-05-2023,60,0,251.86
17-05-2023,Food,3.50E+11,17-05-2023,54,0,197.86
17-05-2023,Misc,3.50E+11,17-05-2023,150,0,47.86
17-05-2023,Food,3.50E+11,17-05-2023,40,0,7.86
18-05-2023,Misc,3.50E+11,18-05-2023,0,170,177.86
18-05-2023,Food,3.50E+11,18-05-2023,80,0,97.86
18-05-2023,Misc,3.50E+11,18-05-2023,0,1000,1097.86
18-05-2023,Food,3.50E+11,18-05-2023,55,0,1042.86
18-05-2023,Food,3.50E+11,18-05-2023,44,0,998.86
19-05-2023,Food,3.14E+11,19-05-2023,50,0,948.86
19-05-2023,Misc,3.51E+11,19-05-2023,140,0,808.86
19-05-2023,Food,3.14E+11,19-05-2023,30,0,778.86
19-05-2023,Food,3.51E+11,19-05-2023,76,0,702.86
20-05-2023,Misc,3.51E+11,20-05-2023,500,0,202.86
20-05-2023,Food,3.51E+11,20-05-2023,33,0,169.86
20-05-2023,Food,3.14E+11,20-05-2023,58,0,111.86
20-05-2023,Food,3.14E+11,20-05-2023,95,0,16.86
21-05-2023,Misc,3.51E+11,21-05-2023,0,110,126.86
22-05-2023,Food,3.51E+11,22-05-2023,10,0,116.86
23-05-2023,Food,3.51E+11,23-05-2023,72,0,44.86
23-05-2023,Misc,3.14E+11,23-05-2023,0,300,344.86
23-05-2023,Food,3.14E+11,23-05-2023,90,0,254.86
23-05-2023,Food,3.51E+11,23-05-2023,30,0,224.86
24-05-2023,Food,3.51E+11,24-05-2023,30,0,194.86
25-05-2023,Salary,CHASU23143454301,25-05-2023,0,34800,34994.86
25-05-2023,Misc,3.15E+11,25-05-2023,1000,0,33994.86
25-05-2023,Misc,3.15E+11,25-05-2023,10000,0,23994.86
25-05-2023,Misc,3.51E+11,25-05-2023,270,0,23724.86
25-05-2023,Food,3.51E+11,25-05-2023,40,0,23684.86
25-05-2023,Food,3.51E+11,25-05-2023,72,0,23612.86
25-05-2023,Food,3.51E+11,25-05-2023,20,0,23592.86
25-05-2023,Food,3.51E+11,25-05-2023,363.9,0,23228.96
25-05-2023,Misc,3.51E+11,25-05-2023,10000,0,13228.96
25-05-2023,Food,3.51E+11,25-05-2023,40,0,13188.96
26-05-2023,Misc,3.15E+11,26-05-2023,0,10,13198.96
26-05-2023,Misc,3.15E+11,26-05-2023,239,0,12959.96
26-05-2023,Food,3.51E+11,26-05-2023,65,0,12894.96
26-05-2023,Food,3.15E+11,26-05-2023,50,0,12844.96
26-05-2023,Misc,3.51E+11,26-05-2023,2185,0,10659.96
26-05-2023,Misc,3.51E+11,26-05-2023,200,0,10459.96
26-05-2023,Misc,3.51E+11,26-05-2023,115,0,10344.96
26-05-2023,Misc,3.51E+11,26-05-2023,204,0,10140.96
27-05-2023,Food,3.15E+11,27-05-2023,10,0,10130.96
27-05-2023,Food,3.15E+11,27-05-2023,10,0,10120.96
27-05-2023,Misc,3.51E+11,27-05-2023,307,0,9813.96
27-05-2023,Misc,3.51E+11,27-05-2023,0,675,10488.96
27-05-2023,Misc,3.51E+11,27-05-2023,1500,0,8988.96
27-05-2023,Misc,3.51E+11,27-05-2023,180,0,8808.96
27-05-2023,Food,3.51E+11,27-05-2023,20,0,8788.96
27-05-2023,Misc,3.15E+11,27-05-2023,0,675,9463.96
28-05-2023,Shopping,3.51E+11,28-05-2023,197,0,9266.96
28-05-2023,Food,3.51E+11,28-05-2023,80,0,9186.96
28-05-2023,Food,3.51E+11,28-05-2023,100,0,9086.96
28-05-2023,Food,3.51E+11,28-05-2023,55,0,9031.96
28-05-2023,Misc,3.15E+11,28-05-2023,364,0,8667.96
28-05-2023,Shopping,3.15E+11,28-05-2023,186,0,8481.96
28-05-2023,Food,3.51E+11,28-05-2023,30,0,8451.96
01-06-2023,Shopping,3.15E+11,01-06-2023,0,186,8637.96
02-06-2023,Food,3.52E+11,02-06-2023,30,0,8607.96
02-06-2023,Misc,3.52E+11,02-06-2023,160,0,8447.96
02-06-2023,Food,3.52E+11,02-06-2023,90,0,8357.96
03-06-2023,Shopping,3.15E+11,03-06-2023,454,0,7903.96
03-06-2023,Food,3.15E+11,03-06-2023,30,0,7873.96
03-06-2023,Misc,3.52E+11,03-06-2023,170.01,0,7703.95
03-06-2023,Misc,3.52E+11,03-06-2023,105,0,7598.95
03-06-2023,Food,3.15E+11,03-06-2023,35,0,7563.95
03-06-2023,Food,3.15E+11,03-06-2023,20,0,7543.95
03-06-2023,Misc,3.15E+11,03-06-2023,0,130,7673.95
03-06-2023,Food,3.52E+11,03-06-2023,36,0,7637.95
03-06-2023,Misc,3.52E+11,03-06-2023,390,0,7247.95
03-06-2023,Food,3.52E+11,03-06-2023,50,0,7197.95
04-06-2023,Food,3.52E+11,04-06-2023,35,0,7162.95
04-06-2023,Misc,3.52E+11,04-06-2023,963,0,6199.95
04-06-2023,Misc,3.52E+11,04-06-2023,0,190,6389.95
04-06-2023,Food,3.16E+11,04-06-2023,65,0,6324.95
04-06-2023,Food,3.52E+11,04-06-2023,384.9,0,5940.05
04-06-2023,Food,3.52E+11,04-06-2023,20,0,5920.05
05-06-2023,Food,3.16E+11,05-06-2023,34,0,5886.05
05-06-2023,Food,3.52E+11,05-06-2023,65,0,5821.05
05-06-2023,Food,3.16E+11,05-06-2023,40,0,5781.05
05-06-2023,Misc,3.52E+11,05-06-2023,628,0,5153.05
05-06-2023,Misc,3.52E+11,05-06-2023,8,0,5145.05
06-06-2023,Food,3.52E+11,06-06-2023,30,0,5115.05
06-06-2023,Food,3.52E+11,06-06-2023,251.25,0,4863.8
06-06-2023,Food,3.52E+11,06-06-2023,20,0,4843.8
06-06-2023,Food,3.52E+11,06-06-2023,50,0,4793.8
06-06-2023,Food,3.52E+11,06-06-2023,14.25,0,4779.55
06-06-2023,Misc,3.16E+11,06-06-2023,150,0,4629.55
06-06-2023,Misc,3.52E+11,06-06-2023,515,0,4114.55
06-06-2023,Food,3.52E+11,07-06-2023,50,0,4064.55
07-06-2023,Food,3.52E+11,07-06-2023,80,0,3984.55
07-06-2023,Food,3.52E+11,07-06-2023,40,0,3944.55
07-06-2023,Food,3.16E+11,07-06-2023,40,0,3904.55
07-06-2023,Food,3.16E+11,07-06-2023,40,0,3864.55
07-06-2023,Misc,3.52E+11,07-06-2023,0,1600,5464.55
07-06-2023,Misc,3.52E+11,07-06-2023,130,0,5334.55
08-06-2023,Food,3.16E+11,08-06-2023,34,0,5300.55
08-06-2023,Misc,3.53E+11,08-06-2023,125,0,5175.55
08-06-2023,Misc,3.53E+11,08-06-2023,0,65,5240.55
08-06-2023,Food,3.16E+11,08-06-2023,10,0,5230.55
08-06-2023,Food,3.53E+11,08-06-2023,50,0,5180.55
08-06-2023,Food,3.16E+11,08-06-2023,50,0,5130.55
08-06-2023,Food,3.53E+11,08-06-2023,70,0,5060.55
08-06-2023,Food,3.53E+11,08-06-2023,40,0,5020.55
09-06-2023,Misc,3.16E+11,09-06-2023,0,72,5092.55
09-06-2023,Misc,3.53E+11,09-06-2023,137,0,4955.55
09-06-2023,Misc,3.53E+11,09-06-2023,0,171,5126.55
09-06-2023,Food,3.53E+11,09-06-2023,50,0,5076.55
09-06-2023,Food,3.16E+11,09-06-2023,60,0,5016.55
09-06-2023,Misc,3.53E+11,09-06-2023,0,8000,13016.55
09-06-2023,Misc,3.53E+11,09-06-2023,8000,0,5016.55
09-06-2023,Misc,3.53E+11,09-06-2023,125,0,4891.55
10-06-2023,Food,3.53E+11,10-06-2023,40,0,4851.55
10-06-2023,Food,3.53E+11,10-06-2023,70,0,4781.55
10-06-2023,Misc,3.16E+11,10-06-2023,150,0,4631.55
10-06-2023,Misc,3.53E+11,10-06-2023,344,0,4287.55
10-06-2023,Food,3.53E+11,10-06-2023,30,0,4257.55
11-06-2023,Misc,3.53E+11,11-06-2023,450,0,3807.55
11-06-2023,Misc,3.53E+11,11-06-2023,350,0,3457.55
11-06-2023,Misc,3.53E+11,11-06-2023,140,0,3317.55
12-06-2023,Food,3.53E+11,12-06-2023,44,0,3273.55
12-06-2023,Food,3.53E+11,12-06-2023,40,0,3233.55
12-06-2023,Misc,3.16E+11,12-06-2023,0,3000,6233.55
12-06-2023,Misc,3.16E+11,12-06-2023,3000,0,3233.55
12-06-2023,Food,3.16E+11,12-06-2023,34,0,3199.55
12-06-2023,Food,3.53E+11,12-06-2023,50,0,3149.55
12-06-2023,Food,3.53E+11,12-06-2023,25,0,3124.55
12-06-2023,Food,3.53E+11,12-06-2023,56,0,3068.55
13-06-2023,Food,3.53E+11,13-06-2023,55,0,3013.55
13-06-2023,Food,3.53E+11,13-06-2023,30,0,2983.55
13-06-2023,Food,3.53E+11,13-06-2023,50,0,2933.55
13-06-2023,Food,3.53E+11,13-06-2023,100,0,2833.55
13-06-2023,Food,3.16E+11,13-06-2023,20,0,2813.55
13-06-2023,Food,3.16E+11,13-06-2023,30,0,2783.55
13-06-2023,Misc,3.53E+11,13-06-2023,0,1000,3783.55
13-06-2023,Food,3.53E+11,13-06-2023,28,0,3755.55
14-06-2023,Food,3.17E+11,14-06-2023,40,0,3715.55
14-06-2023,Misc,3.53E+11,14-06-2023,1100,0,2615.55
14-06-2023,Misc,3.17E+11,14-06-2023,125,0,2490.55
14-06-2023,Food,3.17E+11,14-06-2023,100,0,2390.55
14-06-2023,Misc,3.53E+11,14-06-2023,385,0,2005.55
14-06-2023,Misc,3.17E+11,14-06-2023,750,0,1255.55
15-06-2023,Food,3.17E+11,15-06-2023,10,0,1245.55
15-06-2023,Misc,3.17E+11,15-06-2023,138,0,1107.55
15-06-2023,Food,3.17E+11,15-06-2023,10,0,1097.55
16-06-2023,Food,3.17E+11,16-06-2023,100,0,997.55
16-06-2023,Food,3.17E+11,16-06-2023,60,0,937.55
16-06-2023,Food,3.53E+11,16-06-2023,100,0,837.55
17-06-2023,Food,3.53E+11,17-06-2023,60,0,777.55
17-06-2023,Food,3.53E+11,17-06-2023,10,0,767.55
18-06-2023,Food,3.17E+11,18-06-2023,20,0,747.55
18-06-2023,Food,3.17E+11,18-06-2023,10,0,737.55
18-06-2023,Food,3.54E+11,18-06-2023,20,0,717.55
18-06-2023,Food,3.54E+11,18-06-2023,40,0,677.55
18-06-2023,Food,3.54E+11,18-06-2023,50,0,627.55
19-06-2023,Food,3.54E+11,19-06-2023,20,0,607.55
19-06-2023,Misc,3.17E+11,19-06-2023,0,400,1007.55
19-06-2023,Misc,3.54E+11,19-06-2023,327,0,680.55
20-06-2023,Food,3.54E+11,20-06-2023,25,0,655.55
21-06-2023,Food,3.54E+11,21-06-2023,20,0,635.55
21-06-2023,Food,3.54E+11,21-06-2023,55,0,580.55
21-06-2023,Food,3.54E+11,21-06-2023,40,0,540.55
21-06-2023,Food,3.54E+11,21-06-2023,10,0,530.55
21-06-2023,Food,3.54E+11,21-06-2023,20,0,510.55
21-06-2023,Misc,3.17E+11,21-06-2023,8.26,0,502.29
23-06-2023,Salary,CHASU23172917734,23-06-2023,0,34800,35302.29
23-06-2023,Misc,3.17E+11,23-06-2023,2000,0,33302.29
23-06-2023,Misc,3.54E+11,23-06-2023,3000,0,30302.29
24-06-2023,Misc,3.18E+11,24-06-2023,10000,0,20302.29
24-06-2023,Misc,3.18E+11,24-06-2023,1000,0,19302.29
24-06-2023,Food,3.18E+11,24-06-2023,100,0,19202.29
24-06-2023,Misc,3.18E+11,24-06-2023,409,0,18793.29
24-06-2023,Misc,3.18E+11,24-06-2023,200,0,18593.29
24-06-2023,Misc,3.18E+11,24-06-2023,424,0,18169.29
25-06-2023,Misc,3.54E+11,25-06-2023,600,0,17569.29
25-06-2023,Food,3.54E+11,25-06-2023,100,0,17469.29
26-06-2023,Misc,3.54E+11,26-06-2023,5000,0,12469.29
26-06-2023,Misc,3.18E+11,26-06-2023,528.44,0,11940.85
26-06-2023,Misc,3.18E+11,26-06-2023,0,1,11941.85
27-06-2023,Food,3.54E+11,27-06-2023,100,0,11841.85
27-06-2023,Misc,3.18E+11,27-06-2023,2100,0,9741.85
27-06-2023,Misc,3.54E+11,27-06-2023,119,0,9622.85
28-06-2023,Misc,3.18E+11,28-06-2023,500,0,9122.85
28-06-2023,Misc,3.55E+11,28-06-2023,7630,0,1492.85
30-06-2023,Misc,3.55E+11,30-06-2023,467,0,1025.85
01-07-2023,Misc,0,30-06-2023,0,34,1059.85
01-07-2023,Food,3.55E+11,01-07-2023,20,0,1039.85
01-07-2023,Food,3.18E+11,01-07-2023,20,0,1019.85
01-07-2023,Food,3.18E+11,01-07-2023,20,0,999.85
02-07-2023,Misc,3.18E+11,01-07-2023,0,10,1009.85
04-07-2023,Misc,3.55E+11,04-07-2023,125,0,884.85
05-07-2023,Food,3.55E+11,05-07-2023,40,0,844.85
05-07-2023,Food,3.19E+11,05-07-2023,50,0,794.85
08-07-2023,Misc,3.07E+11,08-07-2023,0,1.13,795.98
08-07-2023,Food,3.56E+11,08-07-2023,50,0,745.98
08-07-2023,Misc,3.56E+11,08-07-2023,0,7800,8545.98
08-07-2023,Misc,3.56E+11,09-07-2023,7800,0,745.98
09-07-2023,Shopping,3.19E+11,09-07-2023,184,0,561.98
10-07-2023,Misc,3.56E+11,10-07-2023,0,2500,3061.98
10-07-2023,Food,3.19E+11,10-07-2023,100,0,2961.98
10-07-2023,Misc,3.19E+11,10-07-2023,1100,0,1861.98
10-07-2023,Food,3.56E+11,10-07-2023,30,0,1831.98
11-07-2023,Food,3.19E+11,11-07-2023,20,0,1811.98
11-07-2023,Misc,3.19E+11,11-07-2023,170,0,1641.98
11-07-2023,Misc,3.19E+11,11-07-2023,140,0,1501.98
11-07-2023,Food,3.19E+11,11-07-2023,20,0,1481.98
11-07-2023,Food,3.19E+11,11-07-2023,20,0,1461.98
12-07-2023,Misc,3.07E+11,12-07-2023,0,125.96,1587.94
12-07-2023,Misc,3.56E+11,12-07-2023,125,0,1462.94
12-07-2023,Food,3.19E+11,12-07-2023,24,0,1438.94
12-07-2023,Food,3.19E+11,12-07-2023,10,0,1428.94
12-07-2023,Food,3.19E+11,12-07-2023,30,0,1398.94
13-07-2023,Food,3.19E+11,13-07-2023,60,0,1338.94
13-07-2023,Food,3.56E+11,13-07-2023,198.32,0,1140.62
13-07-2023,Food,3.19E+11,13-07-2023,50,0,1090.62
13-07-2023,Food,3.19E+11,13-07-2023,50,0,1040.62
13-07-2023,Food,3.19E+11,13-07-2023,20,0,1020.62
13-07-2023,Food,3.19E+11,13-07-2023,10,0,1010.62
14-07-2023,Misc,3.20E+11,14-07-2023,5,0,1005.62
14-07-2023,Misc,3.20E+11,14-07-2023,270,0,735.62
14-07-2023,Food,3.20E+11,14-07-2023,70,0,665.62
14-07-2023,Food,3.20E+11,14-07-2023,10,0,655.62
14-07-2023,Food,3.20E+11,14-07-2023,40,0,615.62
14-07-2023,Food,3.20E+11,14-07-2023,71,0,544.62
15-07-2023,Food,3.20E+11,15-07-2023,40,0,504.62
15-07-2023,Food,3.20E+11,15-07-2023,40,0,464.62
15-07-2023,Misc,3.20E+11,15-07-2023,345,0,119.62
16-07-2023,Food,3.20E+11,16-07-2023,20,0,99.62
16-07-2023,Food,3.20E+11,16-07-2023,40,0,59.62
16-07-2023,Food,3.20E+11,16-07-2023,20,0,39.62
17-07-2023,Food,3.20E+11,17-07-2023,30,0,9.62
19-07-2023,Misc,3.57E+11,19-07-2023,0,1000,1009.62
20-07-2023,Food,3.20E+11,20-07-2023,100,0,909.62
20-07-2023,Food,3.20E+11,20-07-2023,30,0,879.62
20-07-2023,Food,3.20E+11,20-07-2023,70,0,809.62
20-07-2023,Food,3.20E+11,20-07-2023,50,0,759.62
20-07-2023,Food,3.20E+11,20-07-2023,40,0,719.62
20-07-2023,Misc,3.20E+11,20-07-2023,207,0,512.62
21-07-2023,Food,3.20E+11,21-07-2023,92,0,420.62
21-07-2023,Misc,3.20E+11,21-07-2023,250,0,170.62
21-07-2023,Misc,3.20E+11,21-07-2023,0,1000,1170.62
21-07-2023,Food,3.20E+11,21-07-2023,58,0,1112.62
21-07-2023,Misc,3.20E+11,21-07-2023,220,0,892.62
21-07-2023,Food,3.20E+11,21-07-2023,50,0,842.62
22-07-2023,Food,3.20E+11,22-07-2023,100,0,742.62
22-07-2023,Food,3.20E+11,22-07-2023,41,0,701.62
22-07-2023,Food,3.20E+11,22-07-2023,41,0,660.62
22-07-2023,Food,3.20E+11,22-07-2023,50,0,610.62
22-07-2023,Food,3.20E+11,22-07-2023,90,0,520.62
22-07-2023,Food,3.20E+11,22-07-2023,40,0,480.62
22-07-2023,Food,3.20E+11,22-07-2023,10,0,470.62
22-07-2023,Food,3.20E+11,22-07-2023,30,0,440.62
23-07-2023,Misc,3.57E+11,23-07-2023,0,500,940.62
23-07-2023,Food,3.20E+11,23-07-2023,10,0,930.62
23-07-2023,Misc,3.20E+11,23-07-2023,160,0,770.62
23-07-2023,Food,3.20E+11,23-07-2023,30,0,740.62
23-07-2023,Food,3.20E+11,23-07-2023,30,0,710.62
23-07-2023,Misc,3.20E+11,23-07-2023,180,0,530.62
23-07-2023,Food,3.20E+11,23-07-2023,51,0,479.62
23-07-2023,Food,3.20E+11,23-07-2023,10,0,469.62
24-07-2023,Food,3.21E+11,24-07-2023,20,0,449.62
24-07-2023,Food,3.21E+11,24-07-2023,20,0,429.62
24-07-2023,Misc,3.21E+11,24-07-2023,170,0,259.62
24-07-2023,Food,3.21E+11,24-07-2023,50,0,209.62
24-07-2023,Food,3.21E+11,24-07-2023,50,0,159.62
25-07-2023,Salary,CHASV23202393703,25-07-2023,0,34800,34959.62
25-07-2023,Shopping,3.21E+11,25-07-2023,2553,0,32406.62
25-07-2023,Misc,3.21E+11,25-07-2023,10000,0,22406.62
25-07-2023,Food,3.57E+11,25-07-2023,50,0,22356.62
25-07-2023,Misc,3.21E+11,25-07-2023,1001,0,21355.62
25-07-2023,Misc,3.21E+11,25-07-2023,130,0,21225.62
25-07-2023,Food,3.21E+11,25-07-2023,60,0,21165.62
25-07-2023,Misc,3.21E+11,25-07-2023,7500,0,13665.62
25-07-2023,Food,3.21E+11,25-07-2023,70,0,13595.62
25-07-2023,Misc,3.21E+11,25-07-2023,350,0,13245.62
25-07-2023,Food,3.21E+11,25-07-2023,30,0,13215.62
25-07-2023,Shopping,3.57E+11,26-07-2023,259,0,12956.62
26-07-2023,Shopping,3.21E+11,26-07-2023,0,259,13215.62
26-07-2023,Shopping,3.21E+11,26-07-2023,249,0,12966.62
26-07-2023,Misc,3.21E+11,26-07-2023,1000,0,11966.62
26-07-2023,Food,3.21E+11,26-07-2023,40,0,11926.62
26-07-2023,Misc,3.21E+11,26-07-2023,1500,0,10426.62
26-07-2023,Misc,3.21E+11,26-07-2023,150,0,10276.62
26-07-2023,Food,3.21E+11,26-07-2023,60,0,10216.62
26-07-2023,Misc,3.21E+11,26-07-2023,480,0,9736.62
26-07-2023,Food,3.21E+11,26-07-2023,40,0,9696.62
26-07-2023,Misc,3.21E+11,26-07-2023,200,0,9496.62
27-07-2023,Misc,3.21E+11,27-07-2023,108,0,9388.62
27-07-2023,Food,3.21E+11,27-07-2023,100,0,9288.62
27-07-2023,Misc,3.21E+11,27-07-2023,175,0,9113.62
27-07-2023,Misc,3.21E+11,27-07-2023,150,0,8963.62
27-07-2023,Food,3.21E+11,27-07-2023,20,0,8943.62
27-07-2023,Food,3.21E+11,27-07-2023,30,0,8913.62
27-07-2023,Misc,3.21E+11,27-07-2023,5,0,8908.62
27-07-2023,Shopping,3.57E+11,27-07-2023,199,0,8709.62
27-07-2023,Food,3.21E+11,27-07-2023,75,0,8634.62
27-07-2023,Food,3.21E+11,27-07-2023,20,0,8614.62
28-07-2023,Food,3.58E+11,28-07-2023,30,0,8584.62
28-07-2023,Food,3.21E+11,28-07-2023,23,0,8561.62
28-07-2023,Food,3.21E+11,28-07-2023,10,0,8551.62
28-07-2023,Food,3.21E+11,28-07-2023,60,0,8491.62
29-07-2023,Food,3.21E+11,29-07-2023,50,0,8441.62
29-07-2023,Food,3.21E+11,29-07-2023,40,0,8401.62
29-07-2023,Misc,3.21E+11,29-07-2023,160,0,8241.62
29-07-2023,Misc,3.21E+11,29-07-2023,320,0,7921.62
30-07-2023,Food,3.21E+11,30-07-2023,50,0,7871.62
30-07-2023,Misc,3.21E+11,30-07-2023,170,0,7701.62
30-07-2023,Food,3.21E+11,30-07-2023,20,0,7681.62
30-07-2023,Food,3.21E+11,30-07-2023,30,0,7651.62
30-07-2023,Food,3.21E+11,30-07-2023,20,0,7631.62
31-07-2023,Misc,3.21E+11,31-07-2023,110,0,7521.62
01-08-2023,Misc,MIR2421393691857,01-08-2023,236,0,7285.62
01-08-2023,Food,3.21E+11,01-08-2023,15,0,7270.62
01-08-2023,Food,3.21E+11,01-08-2023,30,0,7240.62
02-08-2023,Misc,3.21E+11,02-08-2023,0,2000,9240.62
02-08-2023,Rent,3.21E+11,02-08-2023,7459,0,1781.62
02-08-2023,Misc,3.21E+11,02-08-2023,243,0,1538.62
02-08-2023,Misc,3.21E+11,02-08-2023,999,0,539.62
02-08-2023,Food,3.21E+11,02-08-2023,10,0,529.62
02-08-2023,Food,3.21E+11,02-08-2023,90,0,439.62
02-08-2023,Food,3.21E+11,02-08-2023,24,0,415.62
02-08-2023,Misc,3.21E+11,02-08-2023,6,0,409.62
02-08-2023,Misc,3.21E+11,02-08-2023,140,0,269.62
